20480,78
82944,172
38912,62
16896,46
42496,31
17920,141
129024,125
13824,16
103424,78
548352,360
20992,32
64000,31
19968,78
17920,16
35840,94
585216,328
111104,47
151552,62
73216,78
46080,47
69120,78
55296,63
97280,62
23040,156
16384,62
109056,63
124416,78
484352,172
40960,31
64512,63
410624,219
41472,46
513024,172
238080,140
104960,32
13824,16
189952,109
31232,93
67072,47
456704,141
186880,31
68608,31
36352,31
617472,203
115200,31
15360,31
39936,63
14336,15
19968,47
128512,47
247296,156
2036224,2532
25088,78
271872,62
251904,312
183296,78
34304,32
58880,62
15360,47
40960,109
33280,31
105984,47
35840,31
719360,328
16896,32
14848,32
976896,375
14848,32
74240,47
18944,16
87552,62
188416,62
176640,110
62464,1141
174592,93
28672,32
26112,47
52224,250
108544,32
157696,140
90624,63
2117632,656
86016,157
502784,922
157184,79
110080,109
39424,47
20992,156
89600,47
78848,109
15872,16
35840,31
45568,32
102400,31
54272,47
20992,31
18432,16
72704,47
15872,15
1282048,438
55296,125
162304,156
117760,62
463360,125
59904,47
550912,469
252928,438
45568,31
18432,16
1296384,266
1550848,375
419840,218
91648,47
80896,46
89600,32
151040,78
250368,78
71168,125
45568,16
79360,31
30208,32
230912,109
492032,172
10240,16
212992,109
128512,63
434688,344
19456,31
170496,109
27648,16
65024,47
620032,125
423936,62
25600,47
39936,47
27136,15
37376,31
17920,31
108544,78
264704,266
115200,94
2230784,500
45056,16
240128,93
779264,328
812032,313
113152,47
19968,16
138752,109
15872,16
3620864,703
182784,78
62464,46
18432,31
65024,63
87552,110
391168,62
44544,31
37376,15
817152,312
59392,62
22016,31
146432,109
109568,47
794112,203
30720,31
1867264,1031
16384,63
34816,16
44032,31
20992,16
13824,16
799232,281
18944,15
652288,188
237056,94
131072,63
207360,109
39424,31
66048,47
278016,78
15360,15
89088,62
131072,62
89600,47
20480,16
13824,16
119296,47
20992,15
299008,93
1373184,391
94208,63
33280,32
15872,32
18432,16
97792,156
16028,281
65536,63
114688,31
370688,94
24576,15
84992,47
60416,47
13824,16
25600,32
113152,141
72704,94
678400,141
17408,16
110592,62
56832,62
239104,109
39424,32
40448,16
15360,16
627200,718
23552,31
15872,16
33280,31
28160,156
27648,78
36864,31
35328,32
47104,16
154112,125
195584,156
88576,157
27136,47
71680,31
18432,15
488448,344
478720,219
194560,94
13824,31
784896,578
38912,47
22016,47
34304,140
62464,437
15872,31
278528,63
1957888,437
2776576,797
375296,344
60928,47
38912,31
203264,62
47104,141
68096,78
85504,94
28160,47
16384,16
871424,266
20992,31
89600,47
183296,109
37888,16
799744,1454
115200,328
89600,219
94720,78
909312,1016
392192,203
72704,47
458752,328
10752,16
43008,47
59392,140
40448,32
32256,15
196608,156
78848,78
925184,218
148480,78
8095744,1360
72192,62
50176,31
60416,63
42496,47
39936,141
206848,109
235008,63
30208,156
1775104,1204
79872,31
15360,15
34816,31
26112,32
126976,110
837632,235
13824,31
18944,16
77312,63
53248,46
32256,31
734720,375
99328,78
930816,93
159232,78
694272,219
13824,16
288768,141
311296,94
48640,31
198144,281
140800,47
42496,16
31744,62
56320,94
534528,375
292864,31
41984,31
736768,1125
432128,297
75264,93
17408,31
273408,62
15360,16
1138688,516
35328,31
13824,16
4736512,1281
18432,16
26112,47
99840,78
39936,78
20480,32
29696,46
66048,47
82432,47
51200,94
849408,188
1913344,671
80896,46
76800,31
19456,16
18432,15
13824,31
20480,32
2333696,813
46592,32
312832,172
31744,16
59904,15
45568,47
210944,109
325120,187
139264,78
1475584,641
116224,78
25600,47
16384,110
250368,140
19968,32
37888,109
639488,297
106496,32
1009664,453
23552,15
379904,109
32256,63
35328,94
982016,718
38912,16
49152,47
77824,109
49664,31
98304,125
26112,47
321024,47
79872,94
4779008,1563
24064,47
85504,47
1902592,312
3124224,1266
62464,63
24576,31
18432,31
43008,47
57344,31
34816,31
204800,156
80384,31
11776,47
145920,62
280576,218
114176,62
89088,78
31232,31
97792,62
79360,31
166912,218
31232,32
911872,406
49664,31
15360,16
943104,1078
67584,47
35328,16
162816,172
1401856,562
971264,359
128512,109
18432,32
425472,266
717824,422
22528,140
33792,94
380416,172
24064,31
13824,32
86016,79
13824,16
24064,15
143872,93
27136,31
1060864,359
1560576,1141
69120,31
22016,32
38912,31
13824,15
112128,796
22528,125
55296,47
38912,47
47104,31
40960,31
377856,1203
220160,62
21504,31
126976,62
749568,218
276480,218
416256,359
417280,218
1201152,750
859648,281
69120,78
684032,141
335360,375
230400,453
201216,62
21504,140
35328,31
713728,281
100352,46
68608,47
224256,156
30720,31
264704,406
14336,31
135168,125
20992,31
15872,31
18432,15
190464,235
23552,15
87552,157
14336,15
32768,16
22016,31
23040,47
786944,516
18944,16
364544,328
63488,62
14336,16
1306112,578
38912,16
26624,16
79872,62
1069568,329
46592,32
19968,32
770560,188
209920,109
26112,31
215040,109
1095168,265
29184,47
22016,31
28160,31
19968,47
43520,31
68096,63
15360,47
59392,62
244224,110
46592,16
73728,47
17920,62
124928,125
28160,16
183808,375
100352,31
819200,1703
107520,437
136704,250
3288576,3656
9143296,6531
124416,5046
6254080,3360
8816128,8094
1823232,3437
9358336,5171
274477,2875
5652992,3656
1291776,4781
6363136,4140
2992640,4969
676864,11735
9305600,6015
7898624,7313
64512,2922
3798016,9875
5368320,2985
1650688,13421
4150784,3609
5757440,5922
125440,3297
343552,4797
153088,66389
298078,9390
61440,129936
8441344,3891
6016278,13797
5381120,5625
9662976,3391
3565056,4328
988672,3001
6362112,5000
827904,6141
16896,4328
6614016,3500
799232,3609
26112,291857
9956864,6313
386560,2953
7673856,6328
2367488,3187
4752384,2968
747520,5235
10255360,3000
7662080,157105
5666816,4172
8407552,4562
7343616,2954
1048576,4203
9004544,5453
1762304,4719
2378240,6328
3279360,2984
5470720,3344
6089216,4563
569070,11218
1047040,3563
1877504,5953
6948864,4672
2420224,4688
2233344,4844
469746,5766
4124160,3218
9404928,3125
28160,3984
52224,4156
2674176,2907
6913536,3687
1118720,189454
1219584,8172
8795136,3641
7772160,4047
7478272,8156
924160,4438
4648448,3094
3002880,360270
1845248,87859
998912,3359
138240,27312
1910784,3391
1068032,7422
1509376,7766
6010368,28046
9626624,6578
3215872,133143
716288,5140
114688,5781
5847552,13000
901120,7384
6665728,6281
9004544,5282
553472,3266
8412672,3687
4999168,3219
1304064,4453
2498048,3501
3907584,3281
4972032,3047
4192768,3766
5236736,5656
10255360,3312
7675904,2906
7429632,6907
249856,3625
1034240,125642
2094080,7938
145920,243369
4782592,5766
601600,81281
7203328,3688
5302272,4468
89088,4454
6685184,6297
6614016,4000
787968,4656
1471488,4860
6407680,4390
998117,9280
5302272,6453
3074048,4093
1780224,3672
5871616,3032
739328,9653
3656192,3578
317023,16859
2891264,4672
9305600,5125
2669056,4922
7529472,4437
8656384,17973
1810432,3906
1376768,13781
5118464,5969
876032,3516
7246848,4250
979968,136738
8802816,4235
157184,3828
5846477,15124
4271104,2937
294380,7000
1856000,5406
23040,4397
2509824,8734
19456,4672
507392,3156
67584,4172
10100736,7422
1703936,7906
7100416,5813
3245056,3390
4552704,9765
295936,4578
3867136,2891
416256,30110
7406080,4374
941056,30718
4158464,4406
3120640,5922
6971904,3797
7343104,3828
1041920,7390
7384064,3281
8573440,3953
4833792,4125
4810752,4563
556544,4015
7532032,4266
474112,6906
274888,2875
5986816,4422
1118720,6109
1222656,7688
2323968,3375
2353152,3766
140288,4249
1113600,2969
1504256,4672
524288,4781
5788160,3359
8172032,6110
1558528,6016
1839414,3797
109568,3719
40960,9828
225792,4438
750080,11390
2514911,54963
5678592,4500
2626560,28431
1843200,183390
8648704,4640
209408,197952
8985600,3718
199168,4218
6557696,3344
8765440,5421
4673536,3062
1354240,3140
1116672,6375
9569792,9578
21497,15500
911360,17141
646656,3688
4255744,3391
2054656,3047
2796544,2937
478720,4469
1740288,4453
3462144,4218
4230656,4782
4047872,2954
4980850,5797
77824,10859
889344,2968
5972480,8922
8141824,3984
560640,3032
103936,4125
7234048,15265
858624,7812
5306368,7985
155136,5093
600064,3421
2397696,4453
5676544,9188
4002816,3187
62976,3704
397312,3312
221696,4094
7767040,5312
41472,3141
10439680,2875
964608,16190
1817600,184546
347631,7109
8448512,3656
7006610,3391
4162560,4141
6383104,13844
944128,7234
441856,5375
1137152,8749
716288,8500
25088,6968
70144,3016
7041024,8406
790016,3938
844800,4234
86016,3766
3536028,8219
7977472,2921
3074048,4531
2925056,4313
494080,2953
73728,9485
3289600,5438
360960,6734
6307840,19719
36140,5781
1174528,3625
8881152,3656
299520,3375
7007232,3781
4736512,6391
956416,3266
25600,4312
307712,3593
6631424,3140
5555200,3703
537600,4469
27136,4031
10445312,7015
2251006,6172
50688,2875
9004544,6297
6715904,2875
124928,3469
4909056,5703
7824384,3641
176029,2953
1843201,6390
2483712,3781
4332544,3594
71168,3000
4416512,3484
5555200,3156
10110464,8828
678400,5766
6878208,4594
5666816,5672
7242752,6162
303616,4375
7406080,4593
2888192,3516
549376,6266
3965952,4829
10195968,10359
283648,4500
476160,16875
10472960,7609
6102528,3594
27136,4266
4813824,4422
8878592,8766
43008,4359
1873920,14984
6002176,19223
1118720,321023
4587520,3172
1802240,3765
660992,6844
7372288,3562
6595584,7953
5437440,3688
7478272,10922
6839296,6000
471040,7515
8251904,5082
5587968,3843
6278144,4219
9754624,8453
7333376,7125
8878592,5437
4892160,21110
5140992,6328
1857024,3625
54986,3062
10094592,5000
61440,4172
3276288,2938
957952,3625
8820224,3296
38912,2937
1136128,8125
1772544,103467
8578560,6078
1809408,5156
9004544,4906
881152,3516
1639936,3329
973312,6562
9004544,4938
3897856,3390
4641280,3750
79872,3078
1882624,137763
6112768,3359
4445184,3781
4416512,3797
805376,4922
3581952,4422
5144064,4452
5620736,4625
3463680,2922
3032064,5876
3450880,3641
9683456,3094
7554048,11062
6088704,3078
6243840,4750
37376,6781
8401408,4718
46080,3828
818176,5469
912384,4454
24064,2922
5788160,5469
669696,43843
2072576,4781
5859328,2922
5589504,6188
7234048,5859
53248,3406
468992,4594
190976,3891
7759360,5110
1905152,3968
5686784,3719
781312,328257
7106048,3391
3847168,7687
6112768,3547
2129920,12047
479232,3265
2957824,4375
4126720,4531
1136640,8328
207360,14500
929280,124658
489984,71671
6453760,5063
1112064,3266
2781184,18312
1031680,3890
2444288,3172
22528,9437
22230,4297
888320,197923
5346816,4469
5001661,4937
5730304,3578
9004544,4812
6383104,6797
4157440,3453
7318016,2906
15567,4609
1115648,13859
91648,5938
7910400,3109
774996,6281
5723648,6609
853504,3187
9123840,3328
2357248,7359
1835008,4297
5118464,2906
2367488,3109
20480,3047
1918976,252049
6505984,3234
384000,3484
4015616,2969
3223040,10797
10432512,5969
3849728,4172
9531904,5047
1819136,86093
4066629,3594
87040,7844
5986816,6235
6085120,5218
792064,3656
25088,5141
127488,3375
4536320,5187
5668352,5266
3279360,4703
4788736,9344
2851840,7640
856576,3875
224768,34765
9829376,8078
92672,3844
19456,2984
9004544,3656
2323456,6828
7709696,4109
6016278,13687
4965376,4187
8052224,3828
5663744,4641
7504384,3328
2372608,4031
30131,4000
10342400,5218
1011712,5953
365056,3250
5961728,4312
3279360,205546
10120704,6953
942080,9891
4562432,5203
5710848,3969
1327104,4281
3623424,5406
38400,15312
402432,152336
2725888,3625
45056,3718
6010368,346536
2913792,11171
137728,3157
169103,71750
52224,4406
52224,98373
2953728,3015
7891968,7578
761344,6610
9004544,4843
163840,4578
5806592,10406
10173952,7078
149504,3078
881664,4000
9519616,4719
5140992,4813
848896,9687
179200,31141
91136,9422
7802368,3172
92672,11375
10481152,3094
8765440,6109
1249280,5671
4552192,3375
4758528,5562
7850496,4828
5248000,3922
